run_id	stage	dataset	dataset_slug	backbone	variant	seed	seeds	hparams_id	hparams_json	config	output_dir	job_name	status	notes
stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_axes_n6_pair64_s42	stage1_screen	motor_mv_img	motor_mv_img	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axes_n6_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/motor_mv_img/cbramod/stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_axes_n6_pair64_s42.yaml	results/spatial_search/runs	ss_s1_motor_mv_img_cbramod_c3_geodesic_rbf_axes_n6_pair64_s42	planned	Spherical geodesic anchor-RBF native bias
stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_axesdiag_n4_pair64_s42	stage1_screen	motor_mv_img	motor_mv_img	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axesdiag_n4_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes_diagonal"",""n_rbf"":4}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/motor_mv_img/cbramod/stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_axesdiag_n4_pair64_s42.yaml	results/spatial_search/runs	ss_s1_motor_mv_img_cbramod_c3_geodesic_rbf_axesdiag_n4_pair64_s42	planned	Spherical geodesic anchor-RBF native bias with diagonal anchors
stage1_screen_motor_mv_img_cbramod_coords3d_pair64_graph1_k4_s42	stage1_screen	motor_mv_img	motor_mv_img	cbramod	coords3d	42	42	coords3d_pair64_graph1_k4	"{""graph_depth"":1,""graph_k_neighbors"":4,""graph_sigma_scale"":1.0,""native_pair_dim"":64}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/motor_mv_img/cbramod/stage1_screen_motor_mv_img_cbramod_coords3d_pair64_graph1_k4_s42.yaml	results/spatial_search/runs	ss_s1_motor_mv_img_cbramod_c3_pair64_graph1_k4_s42	planned	3D native bias plus one k-neighborhood graph layer
stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_pair64_graph1_k4_s42	stage1_screen	motor_mv_img	motor_mv_img	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_pair64_graph1_k4	"{""graph_depth"":1,""graph_k_neighbors"":4,""graph_sigma_scale"":1.0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/motor_mv_img/cbramod/stage1_screen_motor_mv_img_cbramod_coords3d_geodesic_rbf_pair64_graph1_k4_s42.yaml	results/spatial_search/runs	ss_s1_motor_mv_img_cbramod_c3_geodesic_rbf_pair64_graph1_k4_s42	planned	Geodesic RBF native bias plus one k-neighborhood graph layer
stage1_screen_workload_biot_coords3d_gain0p10_s42	stage1_screen	workload	workload	biot	coords3d	42	42	coords3d_gain0p10	"{""spatial_init_gain"":0.1}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/biot/stage1_screen_workload_biot_coords3d_gain0p10_s42.yaml	results/spatial_search/runs	ss_s1_workload_biot_c3_gain0p10_s42	planned	BIOT 3D coordinate token residual
stage1_screen_workload_biot_coords3d_rbf_axes_n6_gain0p10_s42	stage1_screen	workload	workload	biot	coords3d_rbf	42	42	coords3d_rbf_axes_n6_gain0p10	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_init_gain"":0.1}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/biot/stage1_screen_workload_biot_coords3d_rbf_axes_n6_gain0p10_s42.yaml	results/spatial_search/runs	ss_s1_workload_biot_c3_rbf_axes_n6_gain0p10_s42	planned	BIOT Euclidean anchor-RBF coordinate token residual
stage1_screen_workload_biot_coords3d_geodesic_rbf_axes_n6_gain0p10_s42	stage1_screen	workload	workload	biot	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axes_n6_gain0p10	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_init_gain"":0.1}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/biot/stage1_screen_workload_biot_coords3d_geodesic_rbf_axes_n6_gain0p10_s42.yaml	results/spatial_search/runs	ss_s1_workload_biot_c3_geodesic_rbf_axes_n6_gain0p10_s42	planned	BIOT spherical geodesic anchor-RBF token residual
stage1_screen_workload_biot_coords3d_reference_gain0p10_s42	stage1_screen	workload	workload	biot	coords3d_reference	42	42	coords3d_reference_gain0p10	"{""spatial_init_gain"":0.1}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/biot/stage1_screen_workload_biot_coords3d_reference_gain0p10_s42.yaml	results/spatial_search/runs	ss_s1_workload_biot_c3_reference_gain0p10_s42	planned	BIOT 3D coordinates plus reference metadata
stage1_screen_workload_labram_coords3d_residual_s42	stage1_screen	workload	workload	labram	coords3d	42	42	coords3d_residual	"{""spatial_pos_mode"":""residual""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_residual_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_residual_s42	planned	3D coordinate residual on native positions
stage1_screen_workload_labram_coords3d_replace_s42	stage1_screen	workload	workload	labram	coords3d	42	42	coords3d_replace	"{""spatial_pos_mode"":""replace""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_replace_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_replace_s42	planned	3D coordinate replacement of native positions
stage1_screen_workload_labram_coords3d_rbf_axes_n6_residual_s42	stage1_screen	workload	workload	labram	coords3d_rbf	42	42	coords3d_rbf_axes_n6_residual	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_pos_mode"":""residual""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_rbf_axes_n6_residual_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_rbf_axes_n6_residual_s42	planned	Euclidean anchor-RBF residual on native positions
stage1_screen_workload_labram_coords3d_rbf_axes_n6_replace_s42	stage1_screen	workload	workload	labram	coords3d_rbf	42	42	coords3d_rbf_axes_n6_replace	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_pos_mode"":""replace""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_rbf_axes_n6_replace_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_rbf_axes_n6_replace_s42	planned	Euclidean anchor-RBF replacement of native positions
stage1_screen_workload_labram_coords3d_geodesic_rbf_axes_n6_residual_s42	stage1_screen	workload	workload	labram	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axes_n6_residual	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_pos_mode"":""residual""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_geodesic_rbf_axes_n6_residual_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_geodesic_rbf_axes_n6_residual_s42	planned	Spherical geodesic anchor-RBF residual positions
stage1_screen_workload_labram_coords3d_geodesic_rbf_axes_n6_replace_s42	stage1_screen	workload	workload	labram	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axes_n6_replace	"{""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6},""spatial_pos_mode"":""replace""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_geodesic_rbf_axes_n6_replace_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_geodesic_rbf_axes_n6_replace_s42	planned	Spherical geodesic anchor-RBF replacement positions
stage1_screen_workload_labram_coords3d_reference_residual_s42	stage1_screen	workload	workload	labram	coords3d_reference	42	42	coords3d_reference_residual	"{""spatial_pos_mode"":""residual""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_reference_residual_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_reference_residual_s42	planned	3D reference-aware residual positions
stage1_screen_workload_labram_coords3d_reference_replace_s42	stage1_screen	workload	workload	labram	coords3d_reference	42	42	coords3d_reference_replace	"{""spatial_pos_mode"":""replace""}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/labram/stage1_screen_workload_labram_coords3d_reference_replace_s42.yaml	results/spatial_search/runs	ss_s1_workload_labram_c3_reference_replace_s42	planned	3D reference-aware replacement positions
stage1_screen_workload_cbramod_coords3d_pair32_s42	stage1_screen	workload	workload	cbramod	coords3d	42	42	coords3d_pair32	"{""graph_depth"":0,""native_pair_dim"":32}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_pair32_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_pair32_s42	planned	3D native bias with small pair projection
stage1_screen_workload_cbramod_coords3d_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d	42	42	coords3d_pair64	"{""graph_depth"":0,""native_pair_dim"":64}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_pair64_s42	planned	3D native bias default pair projection
stage1_screen_workload_cbramod_coords3d_reference_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d_reference	42	42	coords3d_reference_pair64	"{""graph_depth"":0,""native_pair_dim"":64}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_reference_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_reference_pair64_s42	planned	reference-aware 3D native bias
stage1_screen_workload_cbramod_coords3d_reference_pair128_s42	stage1_screen	workload	workload	cbramod	coords3d_reference	42	42	coords3d_reference_pair128	"{""graph_depth"":0,""native_pair_dim"":128}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_reference_pair128_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_reference_pair128_s42	planned	reference-aware 3D larger pair projection
stage1_screen_workload_cbramod_coords3d_distbias_pair64_scale0p02_n8_s42	stage1_screen	workload	workload	cbramod	coords3d_distbias	42	42	coords3d_distbias_pair64_scale0p02_n8	"{""dist_bias_scale"":0.02,""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""n_rbf"":8}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_distbias_pair64_scale0p02_n8_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_distbias_pair64_scale0p02_n8_s42	planned	3D native bias plus weak explicit RBF distance bias
stage1_screen_workload_cbramod_coords3d_distbias_pair64_scale0p05_n8_s42	stage1_screen	workload	workload	cbramod	coords3d_distbias	42	42	coords3d_distbias_pair64_scale0p05_n8	"{""dist_bias_scale"":0.05,""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""n_rbf"":8}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_distbias_pair64_scale0p05_n8_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_distbias_pair64_scale0p05_n8_s42	planned	3D native bias plus default explicit RBF distance bias
stage1_screen_workload_cbramod_coords3d_distbias_pair128_scale0p05_n12_s42	stage1_screen	workload	workload	cbramod	coords3d_distbias	42	42	coords3d_distbias_pair128_scale0p05_n12	"{""dist_bias_scale"":0.05,""graph_depth"":0,""native_pair_dim"":128,""spatial_embedding_kwargs"":{""n_rbf"":12}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_distbias_pair128_scale0p05_n12_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_distbias_pair128_scale0p05_n12_s42	planned	3D distance bias with larger pair projection and richer RBF basis
stage1_screen_workload_cbramod_coords3d_rbf_axes_n6_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d_rbf	42	42	coords3d_rbf_axes_n6_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_rbf_axes_n6_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_rbf_axes_n6_pair64_s42	planned	Euclidean anchor-RBF native channel-attention bias
stage1_screen_workload_cbramod_coords3d_rbf_axesdiag_n4_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d_rbf	42	42	coords3d_rbf_axesdiag_n4_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes_diagonal"",""n_rbf"":4}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_rbf_axesdiag_n4_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_rbf_axesdiag_n4_pair64_s42	planned	Euclidean anchor-RBF native bias with diagonal anchors
stage1_screen_workload_cbramod_coords3d_rbf_axes_n8_pair128_s42	stage1_screen	workload	workload	cbramod	coords3d_rbf	42	42	coords3d_rbf_axes_n8_pair128	"{""graph_depth"":0,""native_pair_dim"":128,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":8}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_rbf_axes_n8_pair128_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_rbf_axes_n8_pair128_s42	planned	Euclidean anchor-RBF larger pair projection
stage1_screen_workload_cbramod_coords3d_geodesic_rbf_axes_n6_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axes_n6_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_geodesic_rbf_axes_n6_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_geodesic_rbf_axes_n6_pair64_s42	planned	Spherical geodesic anchor-RBF native bias
stage1_screen_workload_cbramod_coords3d_geodesic_rbf_axesdiag_n4_pair64_s42	stage1_screen	workload	workload	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_axesdiag_n4_pair64	"{""graph_depth"":0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes_diagonal"",""n_rbf"":4}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_geodesic_rbf_axesdiag_n4_pair64_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_geodesic_rbf_axesdiag_n4_pair64_s42	planned	Spherical geodesic anchor-RBF native bias with diagonal anchors
stage1_screen_workload_cbramod_coords3d_pair64_graph1_k4_s42	stage1_screen	workload	workload	cbramod	coords3d	42	42	coords3d_pair64_graph1_k4	"{""graph_depth"":1,""graph_k_neighbors"":4,""graph_sigma_scale"":1.0,""native_pair_dim"":64}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_pair64_graph1_k4_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_pair64_graph1_k4_s42	planned	3D native bias plus one k-neighborhood graph layer
stage1_screen_workload_cbramod_coords3d_geodesic_rbf_pair64_graph1_k4_s42	stage1_screen	workload	workload	cbramod	coords3d_geodesic_rbf	42	42	coords3d_geodesic_rbf_pair64_graph1_k4	"{""graph_depth"":1,""graph_k_neighbors"":4,""graph_sigma_scale"":1.0,""native_pair_dim"":64,""spatial_embedding_kwargs"":{""anchor_mode"":""axes"",""n_rbf"":6}}"	configs/eegfm_bench/generated/spatial_search/stage1_screen/workload/cbramod/stage1_screen_workload_cbramod_coords3d_geodesic_rbf_pair64_graph1_k4_s42.yaml	results/spatial_search/runs	ss_s1_workload_cbramod_c3_geodesic_rbf_pair64_graph1_k4_s42	planned	Geodesic RBF native bias plus one k-neighborhood graph layer
